model_name,pos,index,real_class,pred_class,text
6_model_08_01_2024-18_18,11,11,1,0,estupidez saiu controle sera medos silenciados
6_model_08_01_2024-18_18,11,11,1,0,estupidez saiu controle sera medos silenciados
6_model_08_01_2024-18_18,12,12,1,0,dai importante falar horda extremistas danese resto
6_model_08_01_2024-18_18,13,13,1,0,cantor cauan dupla cleber cauan anunciou hoje instagram internado covid desde quartafeira texto postagem afirma dia admissao cauan hospital doenca ja havia comprometido pulmao cantor ainda nao apresentou nenhuma melhora significativa diz comunicado oficial sextafeira passada cantor cauan cleber cauan sentiu febre dores corpo passou final semana acamado segundafeira realizou exame pcr dia seguinte infelizmente diagnosticado covid ultima quartafeira retornou medico febre altissima realizou raiox torax resultado apontou pulmao comprometido internado imediatamente dores tambem estomago devido medicacao oral baixa oxigenacao cantor ainda nao apresentou nenhuma melhora significativa torcendo cauan fique bem quanto antes passe fase delicada vencedor contamos energia positiva oracoes todos fas seguidores edit marianagmoraes mascara junto cauan pois tambem diagnostico covid encontrase bem acompanhamento publicacao compartilhada cleber cauan cleberecauan ago pdt
6_model_08_01_2024-18_18,14,14,1,0,noticia bastante compartilhada redes sociais chegou portais regioes norte nordeste semana passada texto afirma candidata vereadora municipio presidente dutra maranhao localizado cerca km capital sao luis sido presa policia civil acusada oferecer sexo troca votos informacao fantasiosa segundo policia civil maranhao nao ha qualquer registro prisao candidata municipio nessas circunstancias noticia falsa afirma ainda policia encontrado celular candidata videos utilizaria garantia caracterizaria crime extorsao policia estima possam pessoas envolvidas nesse negocio
6_model_08_01_2024-18_18,15,15,1,0,melhor arte encontro rompimento
6_model_08_01_2024-18_18,16,16,1,1,cidade mexico jul efe mexico ultrapassou marcas mil mortes covid mil casos infeccao novo coronavirus nesta tercafeira dia relatados novos obitos contagios entrevista coletiva diretor epidemiologia governo mexico jose luis alomia confirmou ate agora pais vitimas virus sarscov ja infectou pessoas pais desde dia fevereiro ha ainda mortes suspeitas ainda precisam confirmacao laboratorial entrarem estatisticas pandemia alomia tambem disse ate momento pessoas recuperaram doenca ha casos suspeitos aguardando resultados clinicos
6_model_08_01_2024-18_18,17,17,1,1,apoio presidente jair bolsonaro partido vacinacao contra covid brasil precisa estimulada pessoas visibilidade populacao aceite imunizacao diz medica epidemiologista denise garrett vicepresidente sabin vaccine institute organizacao estados unidos incentiva imunizacao mundo longo pandemia bolsonaro disse nao ira vacinar nao vou tomar vacina ponto final disse ultima tercafeira entrevista tv bandeirantes vida risco problema tais declaracoes ja reflexos sociedade segundo pesquisa instituto datafolha cada cinco brasileiros diz nao quer receber vacina apoiadores bolsonaro rejeitam vacinacao
6_model_08_01_2024-18_18,18,18,1,1,empresa espanhola telefonica anunciou nesta quintafeira fusao subsidiaria britanica virgin media pertence grupo americano liberty global criando peso pesado setor telecomunicacoes avaliado bilhoes libras bilhoes euros joint venture participacao duas empresas unira virgin media proprietaria rede banda larga rapida reino unido maior plataforma mobile pais indicou telefonica comunicado valor empresa entidade combinada avaliado quase bilhoes libras incluindo sinergias afirmou telefonica apresentacao destinada analistas operacao fusaoaquisicao importante desde inicio pandemia novo coronavirus paralisou economia planeta destaca agencia france presse
6_model_08_01_2024-18_18,19,19,1,1,primeiro semestre pesquisadores universidade harvard ja falavam possibilidade vaivem quarentenas longo pandemia coronavirus causador covid moradores viveriam especie abre fecha constante medida ondas infeccao avancam recuam ano grande parte brasil ja sinais chegada terceira onda doenca menos dois meses recuo onda anterior chegou matar pessoas dia pais
6_model_08_01_2024-18_18,20,20,1,1,exprefeito carioca eduardo paes dem entrevistado desta quintafeira serie sabatinas promovidas folha spaulo uol candidatos prefeitura rio janeiro entrevista candidato criticou gestao atual prefeito marcelo crivella republicanos defendeu acusacoes corrupcao governo lupa verificou algumas declaracoes candidato confira governo crivella aumentos pedagio linha amarela dobro inflacaoeduardo paes candidato prefeitura rio janeiro sabatina
6_model_08_01_2024-18_18,21,21,1,1,senador ciro nogueira pp principais aliados presidente jair bolsonaro partido atualmente comemorou anulacao condenacao expresidente lula pt caso triplex guaruja acredita possivel participacao petista eleicao vai favorecer reeleicao bolsonaro pratica acho cria disputa dois extremos dificil viabilizar alguma coisa intermediaria acho ate consolida chance vitoria presidente bolsonaro dificil pais voltar comando pt analisou ciro nogueira entrevista jornal globo nogueira ate admite presenca lula fortalece pt disputas congresso pois partido conseguira eleger deputados senadores ressalta historia lula nao bom disputar eleicao porque chance vitoria pequena
6_model_08_01_2024-18_18,22,22,0,0,circula redes sociais candidato derrotado psol prefeitura sao paulo guilherme boulos declarou ira deixar brasil conta vitoria bruno covas psdb
6_model_08_01_2024-18_18,23,23,1,1,ministerio saude meio secretaria vigilancia saude svs pasta responsavel campanha vacinacao contra covid pedido ministro pazuelo autorizou uso totalidade vacinas armazenadas estados segunda aplicacao utilizacao imediata ampliando assim numero vacinados brasil recomendacao vale tambem imunizantes vem sendo entregues neste final semana total milhoes doses butantan astrazeneca produzidas fiocruz decisao ministro eduardo pazuello levou conta previsao entregas semanais butantan fiocruz aceleraram producao partir chegada materiaprima ifa importada garantido assim estabilizacao distrubuicoes estados parte ministerio medida ja vinha sendo estudada ha cerca duas semanas atendida apos garantia seguranca entregas parte fornecedores
6_model_08_01_2024-18_18,24,24,1,1,romildo bolzan presidente gremio preve cenario catastrofico futebol brasileiro pos pandemia mandatario clube gaucho afirmou nenhum clube preparado paralisacao defendeu equipes retomem atividades breve possivel mediante autorizacao autoridades saude condicoes especificas maneira segura sanitariamente segura poder treinar consequencia jogar analiso cenario porque nenhum clube preparado pandemia cenario futebol brasileiro sera catastrofico saude vem antes economia clubes condicoes protocolos seguros fazermos futebol andar neste momento pudermos criar condicoes atividade seguramente nao contexto geral contexto pouco seguro podemos avancar declarou entrevista troca passes sportv hoje dirigente gremista argumentou disputar competicoes clubes devem considerar retorno treinamentos ter nocao exata logo ali frente vamos competicao pudermos preparar forma segura neste momento protocolarmente autoridades sanitarias respondendo processos volta principalmente treinos seguranca saude nao vejo porque nao voltarmos atividades muitos municipios estao flexibilizando atividades economicas comercios servicos tudo razoavel completou
6_model_08_01_2024-18_18,25,25,1,1,ultimo dia marco secretario especial saude indigena robson silva orgao vinculado ministerio saude participou videoconferencia integrantes frente parlamentar indigena congresso nacional lideres indigenas indigenistas ongs sobre crise novo coronavirus recomendando quarentena todas aldeias tempo indeterminado silva reconheceu risco tragedia terras indigenas sei bem responsabilidade aqui pegar aldeia chance tragedia grande hoje perguntarem senhor fez respondo fiz tudo nao so papel gente busca ativa cotidiana grupo so coordenadores to consciencia tranquila fazendo equipe adequado alerta silva final marco ganha agora outra dimensao confirmacao final semana ca cinco casos indigenas covid incluindo tres amazonas etnia kokama roraima adolescente yanomami numeros organizacao nao governamental isa instituto socioambiental sao ainda maiores duas mortes sete casos doenca ha diferenca numeros porque sesai disse nao vai contabilizar casos obitos ocorridos aldeias nesta quartafeira entrevista coletiva ministro saude henrique mandetta disse ha extrema preocupacao evolucao doenca indigenas
6_model_08_01_2024-18_18,26,26,1,1,voce pode ouvir assunto g spotify castbox google podcasts apple podcasts deezer aplicativo preferencia assine siga assunto avisado sempre novo episodio ar pergunta tirou jair bolsonaro serio fundamenta investigacao ministerio publico rio janeiro sobre esquema rachadinha alerj extratos bancarios fabricio queiroz mulher marcia aguiar apontam repasses conta primeiradama desde totalizam r mil dobro r mil presidente alega ter emprestado exassessor flavio bolsonaro amigo desde neste episodio renata lo prete conversa reporter tv globo fernanda graell detalha todos capitulos investigacao mostra diferentes fios aproximam bolsonaro explicam explosao primeira vez desde passou conter justamente queiroz preso voce precisa saber podcast assunto produzido isabel seta gessyca rocha luiz felipe silva thiago kaczuroski giovanni reginato monica mariotti renata bitar apresentacao renata lo prete
6_model_08_01_2024-18_18,27,27,0,0,circula redes sociais video homem diz cebola alho batidos liquidificador ml agua podem curar fibrose pulmao provocada covid evitar pessoa sente falta ar procurar hospital
6_model_08_01_2024-18_18,28,28,0,0,novo havan aqui cidade inauguracao marco contratando experiencia beneficios vale refeicao valetransporte cesta basica convenio medico vagas disponiveis caixa salario r aux limpeza salario r repositor salario r estoquista salario r empacotador salario r jovem aprendiz salario r ajudante geral salario roportunidades havan contratando urgencia marco inaugura novo havan vagas emprego disponiveis diversos setores contratando experiencia preencha corretamente nome cidade emailvagas urgentes trabalhar nao precisa ter experiencias agende agora entrevista clique opcao interesse agendar entrevista ver vagas disponiveis siga passsos voce tera acesso todas vagas empregos clique compartilhar envie mensagem amigos grupos clique continuar pronto todas vagas empregos serao liberadas voce vai poder agendar entrevista importante voce deve compartilhar ate completar barra azul
6_model_08_01_2024-18_18,29,29,0,0,todas pessoas vacinadas morrerao anos premio nobel luc montagnier confirmou nao ha chance sobrevivencia pessoas receberam qualquer forma vacina entrevista chocante maior virologista mundo afirmou rodeios nao ha esperanca nenhum tratamento possivel ja vacinados devemos preparados cremar corpos genio cientifico apoiou afirmacoes outros virologistas eminentes apos estudar ingredientes vacina todos morrerao devido aumento dependente anticorpos tudo pode dito pessoas receberam picada vibora estao magnetizadas sabe significa picada existe magneto cerebros corpos serao controlados activacao plena g vendo cumprimento profecia profeta daniel daniel faca balanco vida arrependase pecados voltese agora criador filho jesus cristo yahushua hamaschiach unico pode tirar desta matrix diabolica assim sera
6_model_08_01_2024-18_18,30,30,0,0,video atribui inflacao arroz terra indigena raposa serra sol desconsidera fatos basicos respeito producao graos brasil
6_model_08_01_2024-18_18,31,31,1,1,governo distrito federal df anunciou partir h hoje todos idosos anos podem comparecer pontos vacinacao imunizado contra covid previsao vacinacao dessa faixa etaria prevista comecar amanha antecipada devido chegada doses adicionais segundo governador ibaneis rocha publico estimado mil pessoas nao precisa fazer agendamento anos pode dirigir diretamente pontos vacinacao portando documento foto cpf ate h
6_model_08_01_2024-18_18,32,32,1,1,fiocruz fundacao publica vinculada ministerio saude pediu ultimo dia dezembro anvisa liberasse carater excepcional milhoes doses vacina oxford contra covid prazo recorde horas agencia autorizou solicitacao menos parte desse lote deve chegar brasil breve coincidindo pedido registro vacina oxford anvisa igualmente previsto dar entrada agencia proximos dias assim tudo concatenado dando certo possivel antes ultima semana janeiro governo federal ja condicoes serem aplicadas algumas doses unica vacina comprou antecedencia acompanhe coluna video thais oyama nesta segundafeira
6_model_08_01_2024-18_18,33,33,1,1,conselho federal oab ordem advogados brasil autorizou hoje diretoria realize estudos logisticos compra vacinas contra covid lei aprovada congresso nacional sancionada presidente jair bolsonaro partido preve empresas privadas podem comprar vacinas imunizar funcionarios associados segundo oab estudo pretende viabilizar imunizacao advocacia somente apos termino vacinacao grupo prioritario previsto pni plano nacional imunizacao lei tambem determina doses adquiridas iniciativa privada doadas sus sistema unico saude distribuicao ministerio saude oab garante nao vai realizar qualquer tipo concorrencia sus vai aguardar momento existam ofertas vacinas suficientes compra privada imunizantes
6_model_08_01_2024-18_18,34,34,1,1,pesquisa ibope divulgada hoje prefeitura joao pessoa aponta disputa apertada cicero lucena pp nilvan ferreira mdb segundo turno lucena apresenta preferencia eleitorado enquanto ferreira intencoes votos margem erro quatro pontos percentuais menos
6_model_08_01_2024-18_18,35,35,1,1,apos chegada insumos podem produzir milhao doses vacina coronavac governador sao paulo joao doria anunciou vai iniciar vacinacao estado janeiro
6_model_08_01_2024-18_18,36,36,1,1,brasil aplicou neste domingo primeiras doses vacina contra covid segundo dados consorcio veiculos imprensa numero baixo registrado desde dia marco pessoas receberam primeira dose imunizante ate domingo pessoas receberam primeira dose pais numero representa populacao segunda dose aplicada pessoas equivalente brasileiros numeros indicam diminuicao preocupante ritmo imunizacao contra covid pais registrado interrupcoes parciais totais vacinacao semana passada capitais interromperam aplicacao primeira dose falta imunizantes leia abaixo numeros assustam especialistas apontam brasil condicoes aplicar cerca milhao doses dia vacinacao suspensa algumas capitais atraso entrega vacinas cientistas apontam falta imunizante campanha avancar
6_model_08_01_2024-18_18,37,37,1,1,verme centimetros comprimento encontrado garganta mulher anos japao informou estudo publicado semana passada revista cientifica the american journal of tropical medicine and hygiene segundo artigo animal especie pseudoterranova azarasi semelhante lombriga ficou instalado tonsila esquerda antigamente chamada amigdala paciente apos comer sashimi fatias cruas certos tipos peixe procurou atendimento medico apos sentir dores garganta cinco dias retirada bicho paciente rapidamente notou melhora sintomas pesquisadores analisaram caso afirmam infeccoes faringe tipo parasita vem tornando comum medida cresce consumo peixes crus mundo assim ainda incomum ocorra
6_model_08_01_2024-18_18,38,38,0,0,circula web print rostos ministro justica sergio moro procurador deltan dallagnol dialogo exjuiz diz trf amigos vao adiantar trabalhos sentenca lula ja combinada
6_model_08_01_2024-18_18,39,39,1,1,advogado sebastiao melo mdb eleito neste domingo prefeito porto alegre politico disputou segundo turno jornalista manuela davila pcdob juntos derrotaram atual prefeito candidato reeleicao nelson marchezan junior psdb primeiro turno emedebista eleito votos votos validos contra votos manuela vamos colocar pratica propostas expostas campanha trabalhar duro porto alegre volte ter economia pujante comemorou melo perfil instagram
6_model_08_01_2024-18_18,40,40,1,1,lider psl camara deputados vitor hugo go defendeu nesta tercafeira reuniao lideres partidarios votacao plenario projeto lei aprovado daria presidente jair bolsonaro poder acionar durante pandemia dispositivo chamada mobilizacao nacional mecanismo mobilizacao nacional previsto constituicao regulamentado lei especifica caso agressao estrangeira projeto crise saude publica poderia usada motivo mobilizacao leia integra g
