model_name,pos,index,real_class,pred_class,text
5_model_08_01_2024-16_25,24,24,1,1,"Romildo Bolzan, presidente do Grêmio, prevê um cenário catastrófico para o futebol brasileiro pós pandemia. O mandatário do clube gaúcho afirmou que nenhum clube estava preparado para uma paralisação e defendeu que as equipes retomem as atividades o mais breve possível mediante autorização das autoridades de saúde. ""Se tiver condições específicas, de uma maneira segura, sanitariamente segura, de poder treinar, e como consequência jogar, eu analiso este cenário. Porque nenhum clube estava preparado para a pandemia e o cenário do futebol brasileiro depois dela será catastrófico. A saúde vem antes da economia dos clubes. Mas, se tivermos condições de, com protocolos seguros, fazermos o futebol andar neste momento. Se pudermos criar condições de estar em atividade seguramente, nós não estamos no contexto geral, estamos em um contexto um pouco mais seguro e podemos avançar"", declarou em entrevista ao Troca de Passes, do SporTV, hoje (29). O dirigente gremista argumentou que para disputar competições, os clubes devem considerar o retorno dos treinamentos. ""Nós temos que ter a noção exata de que logo ali na frente vamos para a competição. E se pudermos nos preparar de forma segura neste momento, protocolarmente, com as autoridades sanitárias respondendo os processos de volta, principalmente para os treinos, com segurança para a saúde, não vejo porque não voltarmos às atividades. Muitos municípios estão flexibilizando atividades econômicas, comércios, serviços. Tudo isso é razoável"", completou."
5_model_08_01_2024-16_25,25,25,1,1,"No último dia 27 de março, o secretário especial de saúde indígena, Robson Silva, órgão vinculado ao Ministério da Saúde, participou de uma videoconferência com integrantes da Frente Parlamentar Indígena no Congresso Nacional, líderes indígenas, indigenistas e ONGs sobre a crise do novo coronavírus. Recomendando uma quarentena em todas as aldeias por tempo indeterminado, Silva reconheceu o risco de uma tragédia em terras indígenas. ""Eu sei bem a responsabilidade que eu tenho aqui. Se pegar em uma aldeia, a chance de uma tragédia é grande. Se hoje me perguntarem: 'O senhor fez o quê?' Eu respondo: 'Eu fiz tudo isso'. E não só papel. A gente tem uma busca ativa, cotidiana. Nós temos um grupo só de coordenadores. [...] Tô com a minha consciência tranquila de que o que estamos fazendo e a minha equipe está adequado."" O alerta de Silva do final de março ganha agora outra dimensão com a confirmação, do final de semana para cá, de cinco casos de indígenas com a Covid-19, incluindo três no Amazonas, da etnia kokama, e um em Roraima, um adolescente yanomami. Os números da organização não governamental ISA (Instituto Socioambiental) são ainda maiores, com duas mortes e sete casos da doença - há diferença nos números porque a Sesai disse que não vai contabilizar casos e óbitos ocorridos fora das aldeias. Nesta quarta-feira (8), em entrevista coletiva, o ministro da Saúde, Henrique Mandetta, disse que há ""extrema preocupação"" com a evolução da doença entre os indígenas."
5_model_08_01_2024-16_25,26,26,1,1,"Você pode ouvir O Assunto no G1, no Spotify, no Castbox, no Google Podcasts, no Apple Podcasts, no Deezer ou no aplicativo de sua preferência. Assine ou siga O Assunto, para ser avisado sempre que tiver novo episódio no ar.  A pergunta que tirou Jair Bolsonaro do sério se fundamenta na investigação do Ministério Público do Rio de Janeiro sobre o esquema de rachadinha na Alerj. Os extratos bancários de Fabrício Queiroz e de sua mulher, Márcia Aguiar, apontam repasses à conta da primeira-dama desde 2011, que totalizam R$ 89 mil – mais que o dobro dos R$ 40 mil que o presidente alega ter emprestado ao ex-assessor de Flávio Bolsonaro, de quem é amigo desde 1984. Neste episódio, Renata Lo Prete conversa com a repórter da TV Globo Fernanda Graell, que detalha todos os capítulos da investigação. E mostra como diferentes fios dela se aproximam de Bolsonaro e explicam a explosão dele pela primeira vez desde que passou a se conter, justamente quando... Queiroz foi preso.  O que você precisa saber:  O podcast O Assunto é produzido por: Isabel Seta, Gessyca Rocha, Luiz Felipe Silva, Thiago Kaczuroski, Giovanni Reginato, Mônica Mariotti e Renata Bitar. Apresentação: Renata Lo Prete."
5_model_08_01_2024-16_25,27,27,0,0,circula pelas redes sociais um vídeo em que um homem diz que cebola e alho batidos no liquidificador com 200 ml de água podem curar a fibrose do pulmão provocada pela covid-19 e evitar que a pessoa que sente falta de ar tenha que procurar um hospital. .
5_model_08_01_2024-16_25,28,28,0,0,"novo havan aqui na cidade! inauguração em março! estamos contratando mesmo sem experiência *benefícios*: ▪vale refeição ▪valetransporte ▪cesta básica ▪convênio médico *vagas disponíveis*: *caixa* salário r$1.780,00 *aux. de limpeza* salário r$1.650,00 *repositor* salário r$1.570,00 *estoquista* salário r$1.510,00 *empacotador* salário r$1.080,00 *jovem aprendiz* salário r$990,00 *ajudante geral* salário r$1.460,00oportunidades havan! estamos contratando com urgência! em março 2020 inaugura o novo havan, com isso temos 410 vagas de emprego disponíveis em diversos setores, estamos contratando mesmo sem experiência! preencha corretamente: seu nome sua cidade seu emailvagas urgentes para trabalhar!! – não precisa ter experiências – agende agora sua entrevista!!! clique na opção que tem interesse! agendar sua entrevista ver vagas disponíveis siga os 3 passsos e você terá acesso a todas as vagas de empregos!1. clique em “compartilhar” e envie essa mensagem a 5 amigos ou grupos 2. depois clique em “continuar” 3. pronto! todas as vagas de empregos serão liberadas e você vai poder agendar sua entrevista! importante: você deve compartilhar até completar a barra azul"
5_model_08_01_2024-16_25,29,29,0,0,"todas as pessoas vacinadas morrerão em 2 anos. o prêmio nobel luc montagnier confirmou que não há chance de sobrevivência para as pessoas que receberam qualquer forma da vacina. na entrevista chocante, o maior virologista do mundo afirmou sem rodeios: “não há esperança e nenhum tratamento possível para aqueles que já foram vacinados. devemos estar preparados para cremar os corpos”. o gênio científico apoiou as afirmações de outros virologistas eminentes após estudar os ingredientes da vacina. “todos eles morrerão devido ao aumento dependente de anticorpos. isso é tudo o que pode ser dito”. as pessoas que receberam a picada da vibora estão magnetizadas sabe o que isso significa? que na picada , existe magneto. seus cérebros e corpos serão controlados, quando da activação plena da 5g ! estamos vendo o cumprimento da profecia do profeta daniel (daniel 2). faça um balanço da sua vida. arrependa-se dos seus pecados e volte-se agora para o nosso criador e seu filho jesus cristo (yahushua hamaschiach), o único que pode nos tirar desta matrix diabólica !! e assim será"
5_model_08_01_2024-16_25,30,30,0,0,"vídeo atribui inflação do arroz à terra indígena raposa serra do sol, mas desconsidera fatos básicos a respeito da produção de grãos no brasil"
5_model_08_01_2024-16_25,31,31,1,1,"O governo do Distrito Federal (DF) anunciou que a partir das 14h de hoje (26) todos os idosos com 67 e 68 anos podem comparecer a um dos pontos de vacinação para ser imunizado contra covid-19. A previsão de vacinação dessa faixa etária estava prevista para começar amanhã, mas foi antecipada devido à chegada de doses adicionais, segundo o governador Ibaneis Rocha. O público estimado é de 34 mil pessoas. Não precisa fazer agendamento. Quem tiver 67 e 68 anos pode se dirigir diretamente a um dos 50 pontos de vacinação, portando documento com foto e CPF, até as 17h."
5_model_08_01_2024-16_25,32,32,1,1,"Fiocruz, fundação pública vinculada ao Ministério da Saúde, pediu no último dia 31 de dezembro que a Anvisa liberasse, ""em caráter excepcional"", 2 milhões de doses da vacina de Oxford contra a covid-19 e, em um prazo recorde de 48 horas, a agência autorizou a solicitação. Ao menos parte desse lote deve chegar ao Brasil em breve, coincidindo com o pedido de registro da vacina de Oxford na Anvisa, igualmente previsto para dar entrada na agência ""nos próximos dias"". Assim, tudo concatenado e dando certo, é possível que antes da última semana de janeiro o governo federal já tenha, em condições de serem aplicadas, algumas doses da única vacina que comprou com antecedência. Acompanhe a coluna em vídeo de Thaís Oyama nesta segunda-feira (4)."
5_model_08_01_2024-16_25,33,33,1,1,"O Conselho Federal da OAB (Ordem dos Advogados do Brasil) autorizou hoje que a diretoria realize estudos logísticos para a compra de vacinas contra a covid. Lei aprovada pelo Congresso Nacional, e sancionada pelo presidente Jair Bolsonaro (sem partido), prevê que empresas privadas podem comprar vacinas para imunizar funcionários e associados. Segundo a OAB, o estudo pretende viabilizar a imunização da advocacia ""somente após o término da vacinação do grupo prioritário previsto no PNI (Plano Nacional de Imunização)"". A lei também determina que 50% das doses adquiridas pela iniciativa privada sejam doadas ao SUS (Sistema Único de Saúde) para distribuição pelo Ministério da Saúde. A OAB garante que não vai ""realizar qualquer tipo de concorrência com o SUS"" e que vai aguardar o momento em que existam ofertas de vacinas suficientes para a compra privada dos imunizantes."
5_model_08_01_2024-16_25,34,34,1,1,"A pesquisa Ibope divulgada hoje para a Prefeitura de João Pessoa aponta disputa apertada entre Cícero Lucena (PP) e Nilvan Ferreira (MDB) no segundo turno. Lucena apresenta 44% da preferência do eleitorado, enquanto Ferreira tem 36% das intenções de votos. A margem de erro é de quatro pontos percentuais, para mais ou para menos."
5_model_08_01_2024-16_25,35,35,1,1,"Após a chegada de insumos que podem produzir um milhão de doses da vacina CoronaVac, o governador de São Paulo João Doria anunciou que vai iniciar a vacinação no estado em janeiro de 2021."
5_model_08_01_2024-16_25,36,36,1,1,"O Brasil aplicou neste domingo (18) 155.701 primeiras doses de vacina contra a Covid-19, segundo dados do consórcio de veículos de imprensa. O número é o mais baixo registrado desde o dia 21 de março, quando 83.711 pessoas receberam a primeira dose do imunizante.  Até domingo, 26.180.254 pessoas receberam a primeira dose no país. O número representa 12,36% da população. A segunda dose foi aplicada em 9.594.276 pessoas, o equivalente a 4,53% dos brasileiros.  O números indicam a diminuição preocupante do ritmo da imunização contra Covid-19 no país, que tem registrado interrupções parciais ou totais da vacinação. Na semana passada, capitais interromperam a aplicação da primeira dose por falta de imunizantes (leia mais abaixo).  Os números assustam especialistas que apontam que o Brasil teria condições de aplicar cerca de 1,5 milhão de doses por dia. Com a vacinação suspensa em algumas capitais e atraso na entrega de vacinas, cientistas apontam que falta imunizante para a campanha avançar."
5_model_08_01_2024-16_25,37,37,1,1,"Um verme de 3,8 centímetros de comprimento foi encontrado na garganta de uma mulher de 25 anos no Japão, informou estudo publicado na semana passada pela revista científica ""The American Journal of Tropical Medicine and Hygiene"".  Segundo o artigo, o animal da espécie ""Pseudoterranova azarasi"", semelhante a uma lombriga, ficou instalado na tonsila esquerda — antigamente chamada de amígdala — da paciente após ela comer sashimi, ou seja, fatias cruas de certos tipos de peixe.  Ela procurou atendimento médico após sentir dores na garganta por cinco dias. Depois da retirada do bicho, a paciente rapidamente notou melhora nos sintomas.  Os pesquisadores que analisaram o caso afirmam que infecções na faringe por esse tipo de parasita vêm se tornando mais comum na medida em que cresce o consumo de peixes crus pelo mundo. Mesmo assim, ainda é incomum que isso ocorra."
5_model_08_01_2024-16_25,38,38,0,0,"circula na web um print com os rostos do ministro da justiça, sérgio moro, e do procurador deltan dallagnol e um diálogo em que o ex-juiz diz que “no trf 4 tem 4 amigos que vão adiantar os trabalhos” e que a sentença de lula “já está combinada”. ."
5_model_08_01_2024-16_25,39,39,1,1,"O advogado Sebastião Melo (MDB) foi eleito neste domingo (29) prefeito de Porto Alegre. O político disputou o segundo turno com a jornalista Manuela D'Ávila (PCdoB) que, juntos, derrotaram o atual prefeito e candidato à reeleição, Nelson Marchezan Júnior (PSDB), no primeiro turno. O emedebista foi eleito com 370.550 votos (54,63% dos votos válidos), contra 307.745 votos de Manuela (45,37%). ""Vamos colocar em prática as propostas expostas na nossa campanha e trabalhar duro para que Porto Alegre volte a ter uma economia pujante"", comemorou Melo em seu perfil no Instagram."
5_model_08_01_2024-16_25,40,40,1,1,"O líder do PSL na Câmara dos Deputados, Vitor Hugo (GO), defendeu nesta terça-feira (30), em reunião de líderes partidários, a votação no plenário de um projeto de lei que, se aprovado, daria ao presidente Jair Bolsonaro o poder de acionar, durante a pandemia, o dispositivo da chamada ""mobilização nacional"". O mecanismo de mobilização nacional é previsto na Constituição e foi regulamentado em lei específica para o caso de agressão estrangeira. Pelo projeto, a crise na saúde pública poderia ser usada como motivo para a mobilização. (...) Leia íntegra no G1."
